Year,Aruba,Africa Eastern and Southern,Afghanistan,Africa Western and Central,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czechia,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People's Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkiye,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Viet Nam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1960,,24210632546.4092,,11904954209.7913,,,,,,,,,,18607682977.2293,6624086313.14334,,195999989.80792,11810619368.3874,226195578.434497,330442815.821186,4274894083.33333,,,169735993.889504,,,28072478.0724781,72400000.0,373250000.0,17030465539.3906,80021846.9120401,,,30411413.6552828,112155598.492157,40563768946.9503,,10412232620.5258,,4110000000.0,59716249310.9742,546203559.344361,614206068.497266,3359404117.64706,131731862.783017,4031152976.63904,,,507513829.994855,641146358.588231,,,,,,84619845881.2608,,,6361166544.50349,672399700.0,2723615451.30098,80752362533.5746,151408515299.425,157146103914.433,,426424801995.06,2069464937.19791,4206270175.31699,251413246919.607,,12424514013.7604,,1610511693.84215,284932124120.844,34157915798.1707,5279481824.12983,112328422.113084,61756878990.3,,,141468977.799846,73233967692.1028,,1217230094.97205,,,,,,4274890306.82895,,,1043599900.0,,170216241.126064,1092551546744.34,1320796651.69457,335650000.0,21764253547.1734,,273187200.0,,317482813174.278,361892242003.14,43246282845.0915,11879974957.7978,,32343504360.8959,,37029883876.1839,,1998550221.80554,4199134389.90099,1537252193.09912,252169712.042125,3064824613.79481,42012422612.3955,699064380.374248,,47419238274.4619,,791265459.493816,,,,12366635.7500773,3958811881.18812,,68130522456.4682,,,190495600.0,401644248.9423,,84329838400.428,28125007491.2244,14591716825.8757,,1409873949.57983,85185625016.4478,276980151259.582,34579986.1680055,183039562224.255,,709941874.044355,,,,2037154741.93211,,,673081724.751168,,25169910581.9324,13040000000.0,,263792074041.094,,,,545098447.640862,18009066976.6514,,,,,,162089563.829564,,1916229477.13657,582624755153.847,,,449526873.29589,4196174501.5302,227223322.141537,13282979014.563,5197398721.41367,508334413.965087,,5536098606.29231,1061139061863.14,44234653.976659,,3749265014.69971,537147100.0,2571986572.12719,7515894110.56487,,230496036.879366,,24374805009.0909,1691900000.0,,3339150157.85605,288884368.016934,,,1036595543314.38,,,,,119000024.0,47274328378.8543,1748124063.55556,1126364161.7644,1003692370.46869,704751700.302494,,322009961.547048,,,180459936.776025,,35988399588.8194,,35999878594.0433,,,99650000.0,,,15930258332.069,35076845.9692616,,12012024.6246505,857704413.407821,,313582728.147574,80669679176.8241,,171057069.137772,2760750860.62197,,,79359156748.2323,,17842510180.4703,,47274328378.8543,35999878594.0433,535673252.260337,,7566666666.66667,,2651729807.38808,423145605.043164,,179283983325.459,1242289239.20493,541988586206.897,,13066634.0000817,7663938303.07172,,,,,1371947205151.18,,,,8748596500.5614,698739720.783607,1052990400.0
1961,,24963977550.732,,12707877772.0913,,,,19997084153.9204,,,,,,19684003149.4405,7346566037.83392,,202999991.80106,12561701694.3319,235668220.508202,350247234.260712,4817580375.0,,,190021993.159208,,,29964999.965,76500000.0,406000000.0,17275940449.3837,85363759.3050333,,,32902612.8664855,123134583.463559,41038192837.9035,,11713348834.3069,,4829238095.2381,50056685957.359,618245634.179831,652777608.320492,3086746857.14286,151675738.926342,4540447761.19403,,,490325181.614275,699601326.176699,,,,,,96558204043.1028,,,7058361229.35415,654100200.0,2434747055.94018,71139478707.1349,161302482593.386,158406594384.514,,469110075856.153,1753850955.05808,4494575422.17787,279722204488.921,,14238126759.7335,,1680859514.1016,316579871854.423,35668456087.2839,5984433774.41601,116987784.913739,66806595974.7159,,,167637907.122782,77741965703.3544,,1302674324.88378,,,,,,4892397431.33292,,,1076699900.0,,185849535.376162,1165197112448.35,1383681651.13776,356200000.0,22459725995.3549,,271066000.0,,314825492753.68,362462403613.599,45696271473.9688,12720578451.4747,,33970460024.7388,,39232435784.0358,,2151772979.96956,4426949094.83828,1671960965.21561,257703244.559997,3701628227.73845,46649487320.4225,748043500.7826,,57266758179.5883,,792959472.816211,,,,12483302.125078,2417628736.52655,,71345935570.5127,,,183920900.0,443905612.037755,,89709981773.9291,29407704714.7092,14789797831.6894,,1444327731.09244,90809724342.6028,275467988962.025,35699985.7200057,170099892398.301,,710163719.406917,,,,2025693539.55842,,,699161944.558097,,26730873312.6987,14160000000.0,,262100046400.545,,,,605581577.287066,18550938512.682,,,,,159213430.204754,191757729.477729,,1901856122.72231,603055003182.732,,,485785230.978987,4467287893.08484,244144236.65331,14599836396.388,5669689210.3186,531959561.62226,,5721995118.28133,1131592693045.78,45634484.7987052,,4118647627.04746,599026300.0,2897852693.27494,8171194424.94498,,244832039.173126,,25267764846.1585,1865100000.0,,3573719084.53354,322053713.15873,,,1104130301310.45,,,,,122000016.0,50467431650.1184,1920811284.22222,1222860428.55503,1058975256.97025,764629788.123689,,327834190.577094,,,191659914.376034,,37518094290.3319,,37529010103.7958,,,107700000.0,,,17329819493.9904,43026042.7895829,,11592023.7636487,945244972.067039,,333975336.110722,71066638102.6938,,178497098.264275,3034037810.96795,,,84319336310.137,,18379370219.3978,,50467431650.1184,37529010103.7958,584964620.678045,866155428.571429,7988888888.88889,,2826179031.22839,441667334.611947,,170671429477.285,1547388781.43133,561940310344.828,,13999965.0000875,8067267030.61863,,,,,1445950587026.22,,,,9225996309.60148,682359727.329053,1096646600.0
1962,,27078797298.7704,,13630758805.127,,,,20327670691.7473,,24450604877.6081,,,,19923683187.7893,7793042529.15992,,213500005.79077,13436827166.5187,236434954.038578,379567099.249422,5081413541.66667,,,212169992.36188,,,31857591.8575919,80700000.0,443916666.666667,19231747851.5332,88782583.4232151,,,35644956.6430429,124482773.83306,42336211555.8268,,12989649694.2812,,5631285444.2344,47209186415.3555,645284473.733691,694247864.3789,3779841428.57143,166521239.650243,4955538218.81618,,,479180824.348506,750604794.623785,,,,,,105895435234.343,,,7953274741.29303,824100000.0,2001444543.91885,64884938431.8406,165738639752.642,162133212500.345,,513039887672.594,1518207703.48997,4035461921.91963,309382572881.59,,16609632790.5843,,1747566307.0997,349909662392.141,39417208511.7769,6407796042.70357,122906434.957814,74888595285.8833,,,182796536.266025,81247564156.8246,,1382515654.47343,,,,,37253333.3333333,5140542929.42067,,,1143600000.0,,194949512.626218,1260147954624.24,1612346412.26475,387750000.0,24435087668.3335,,281896800.0,,322057205168.551,373895791767.962,49174101280.0693,13604070957.801,,36658956625.1644,,42161481858.0819,,2329372971.89171,4693566416.48845,1784174540.73018,289200704.382542,2960588778.14489,52413872628.0045,777727688.908924,,64987857541.6256,,868111400.75544,,,,12541635.3125784,2814615384.61538,1828107502.79955,77595201159.5019,,,191861800.0,619725784.909686,,98261282126.6902,31841615991.1918,16516574417.9939,,1434156378.60082,92221724755.3396,282503517974.814,41859983.2560067,173284405279.324,,747846862.209673,,,,2379611124.61442,,,739286907.592778,,26352479345.5813,15200000000.0,,267576849076.902,,,,634528872.02036,18760297827.3751,,,,,164271557.513473,197738207.858208,,2001489602.18475,646056325348.93,,,531736599.250464,4909399176.24033,269283803.686825,15847582341.1664,6107076928.63372,574091101.194382,,6133158804.52258,1223654398321.52,56273199.0462561,,4310163796.72407,652120900.0,3284322201.27831,4954593071.82796,,261184041.789447,,27678330205.0258,2094400000.0,,3835883663.25123,360698412.698413,,,1194534299892.05,,,,,125000008.0,53905757720.8105,2130606531.77778,1328259624.72217,1085475790.59112,826239211.817511,,342721416.490967,,,203531927.547229,,40549575981.7617,,40561501231.8665,,,116150000.0,,,18794282716.8476,45927961.6288154,,12642025.9161531,1110565880.75881,,357635713.41932,64818501929.6285,,186745757.859216,3308912796.93487,,,92280330980.7196,,18586793275.1636,,53905757720.8105,40561501231.8665,619322809.768256,880027733.333333,8922222222.22222,,3101589992.664,449158233.391351,,174832411101.594,1710004407.22785,603639413793.103,,14524963.6875908,8814309884.21165,,,,,1550597670600.03,,,,9813996074.40157,679279728.55982,1117601600.0
1963,,31775749181.2381,,14469094143.8508,,,,22362957617.8194,,18272123664.4715,,,,21540963446.5541,8414050621.01716,,232749997.771905,14445805381.3872,253927697.25805,394040667.106335,5319458562.5,,,237649991.4446,,,33750113.7501138,82600000.0,478000000.0,23287712878.2002,99893761.2239743,,,38091842.8546863,129379123.76305,45140337826.9869,,14283872299.0456,,5591307028.36005,50706614526.1472,761047198.029653,718320845.044338,6213185742.57426,172233430.657858,4836166666.66667,,,511902136.809973,782562091.670508,,,,,,112232503744.1,,,8466044979.87996,940799900.0,2702982017.63803,70180391290.8683,175832421253.225,180953395655.592,,561049368761.04,1824343870.71407,4187146119.1343,340512613271.491,,19631714759.6491,,1825058827.83853,384453227477.225,45049610945.4602,6958916548.12933,129454728.623599,83957182115.028,,,154480244.055222,86561961812.3249,,1540797588.57221,,,,,44266666.6666667,5813285626.64404,,,1262800000.0,,175757893.938598,1355500731280.34,1935298266.45384,410200000.0,28732775854.2691,,294883400.0,,345780566614.321,403277117805.73,54379384508.1754,14407334836.9007,,41315052548.2885,,48421923459.1235,,2505073357.88508,4928628018.38944,1805901510.0394,345175036.090555,3529314756.46217,60035924617.9277,826706669.317332,,74379284603.3875,,926589349.36426,,,,12833301.2500802,3988461538.46154,1900895856.66293,78213093937.1733,,,200229600.0,892327910.668836,,99893385581.1465,36572882344.7231,20520875295.1602,,1240672268.90756,102043253078.235,305484021729.761,47039981.1840075,189118211842.893,,797902154.238122,,,,2657252578.30763,,,759345863.732667,,29171558729.2821,16960000000.0,,287190757611.26,,,,598998418.724583,20793216375.3557,,,,,168186297.281077,253839557.949558,,2510110348.16184,682281489551.125,,,586294878.744643,5165590253.7639,297324163.095513,17193744109.0367,6553269535.51009,496947904.443033,,6699741942.5399,1317146705820.97,59912759.1835761,,4630827383.45233,722784500.0,3598272493.3109,5505023238.40669,,275968044.154887,,31997381686.4881,2333600000.0,,4084251592.81599,383904761.904762,,,1285271949326.93,,,,,128000000.0,60496393963.6217,2207393171.55556,1351234926.33899,1122139861.67805,917608012.491752,,348547278.787707,,,216145935.941626,,46123312273.1025,,46136363835.4132,,,125950000.0,,,20342365392.2225,54129438.3482247,,13923028.5422085,1200447408.37696,,371767002.194886,70108532708.0611,,202305865.235908,3540403456.55305,,,93584779153.0936,,20600910382.6982,,60496393963.6217,46136363835.4131,678239329.119076,1026737600.0,10355555555.5556,,3456579293.44828,516315231.449087,,184497355904.389,1539681490.78174,637058551724.138,,13708299.0625857,9608717288.17057,,,,,1669569735937.23,,,,10854195658.3217,704339718.545848,1159511700.0
1964,,30285794056.9305,,15803761887.017,,,,24811627082.2698,,25605249381.7597,,,,23801123808.1798,9213648655.97511,,260750007.744465,16168044450.2523,269819005.87814,410321644.964911,5386054833.33333,,,266559990.40384,,,36194586.1945862,92200000.0,538583333.333333,20963733694.9749,99252731.4101492,,,41616347.7906865,142025078.735754,49503663836.3665,,15833133857.6281,,5964195925.4443,59708125203.8643,921063326.589918,776650176.904453,2881545272.72727,185693724.905233,5973366666.66667,,,542578367.242598,849473871.829638,,,,,,123330404665.086,,,9677401337.17309,1025599900.0,2909316435.2874,81068677593.1199,201669284249.456,207763121785.189,,620035842389.633,2244146102.98333,4709245635.2252,377249606355.391,,21966876027.2517,,1984129185.6,426401497787.485,40767511063.5007,7848987792.54261,140032741.468329,93079224076.2648,,,215679855.342091,94407558351.1616,,1731296199.52296,,,,,51915000.0,6576906345.11518,,,1299099900.0,,194774513.063717,1481517121033.48,2206466461.26434,457000000.0,26726934294.685,,325281200.0,,391944318091.05,447988605894.711,53783425109.4055,15724661347.0412,,39065472508.7825,,56480289940.9899,,2851091646.43165,5379845647.69637,2136408197.83672,440797869.282266,4016794166.4484,65720771779.4768,897949000.8204,,87490590817.9803,,998759334.496266,,,,13416633.1250839,3459019942.79079,2071668533.03471,89666050880.7711,,,218929100.0,1341395421.44183,,111052848438.042,33198811870.7386,16721795098.3747,,1309747899.15966,114688946257.547,342247759128.069,51939979.2240083,207440473652.432,,910877686.268584,,,,2798345298.57781,,,802482183.728778,,32468958629.6152,20080000000.0,,326823937694.747,,,,411419905.846621,23192293019.5355,,,,,224495743.865038,218914569.184569,,2674423922.48842,733740484526.022,,,582816396.404409,5552931318.82747,347119918.158577,20232048552.8327,7206522121.80418,496098775.308642,,7340766740.94114,1441319253033.62,61872522.3344408,,5204955900.88198,776137500.0,4353664866.67985,5953756194.80988,,305312048.849928,,30281925338.0056,2570500000.0,,4429202656.90741,408349206.349206,,,1404161931865.35,,,,,129999994.0,69320094074.1273,2371808712.88889,1388282600.1961,1188930645.34423,894153311.424857,,371847461.441278,,,229529912.668035,,45885359762.5723,,45900075440.0533,,,134400000.0,,,22685750575.2235,64980554.0077784,,15393031.5557147,1339494267.01571,,392247517.728482,80985670357.4128,,234572186.455851,3889129942.30769,,,104061102087.734,,22977799174.4942,,69320094074.1273,45900075440.0533,711897519.959574,1025866792.15686,11177777777.7778,,3748840925.06363,589247687.30035,,211436938910.7,1975701816.46615,684144620689.655,,14758296.4375922,8192413793.10345,,,,,1830168405451.36,,,,11955995217.6019,822639671.273187,1217138000.0
1965,,33813171214.3178,,16921087954.573,,,,26769289694.467,,28344705966.6389,,,,25977284156.3655,10041659445.118,,158994962.812212,17597783297.4583,289908680.426395,422916789.7483,5906636791.66667,,,300271989.190208,,,40110040.1100401,98000000.0,598333333.333333,22465522884.0988,105021996.817915,114039500.591268,,45788696.3343915,150574795.409863,54649410478.5226,,16780226225.085,,6108679125.7523,70436008642.4251,919771228.816095,814083265.511426,4043901818.18182,198318064.028924,5760761904.7619,,,592981162.264151,941356066.033614,,,,,,134774688191.161,,,10870670865.3211,888100000.0,3136284306.85469,94462962774.4065,218788604348.105,231255277193.422,,676117339709.504,2387047395.70254,4948667540.41066,412364260985.064,,25479619606.5284,,2159998591.2,466575256253.498,44789142770.6852,8680393838.88018,147084750.031482,100522559916.017,57954522.4217259,,226474285.779063,101824755078.991,,2053462968.0426,,,,,64748333.3333333,7582209670.27425,,,1331399900.0,,213235294.117647,1610326554922.1,2435078534.03141,508650000.0,30246756298.3315,,353251800.0,,429673407517.042,492596971116.294,60238150560.4025,17083744788.0461,,44397047434.2454,,59556105229.0052,,3035655793.5247,6197319929.0429,2335785506.0858,531569563.888591,4320961974.20983,70717012186.1774,972159611.136156,599759760.096096,97338107605.8236,,997919320.832272,,,,13593932.3220537,3120861498.91442,2097199161.12034,97214133307.7646,,,229260800.0,1804979680.40813,,119371602868.407,37349860086.818,19450146960.3223,,1698319327.73109,122878481377.448,377880956160.192,54879978.0480088,232548696222.152,,929477284.788002,,,,2948331090.46752,,,833563472.9981,,35485036092.3545,21840000000.0,,360052570632.713,,,,367053117.224523,25544256103.752,,,,,255340474.997828,230024160.524161,,2956337669.29525,796652272547.488,,159594492.463655,673383510.812866,5874537650.18494,564290020.384288,22721869808.1438,8111945661.21624,735267082.294264,,5706251653.54744,1565918318128.08,63279974.6880101,,5929231415.37169,852485300.0,5163008077.37371,6517349771.93386,,344176055.068169,,33365454534.4044,2881500000.0,,4901711247.81592,443587301.587302,,,1526914496588.92,176534588.403052,,,,148799980.0,74300329652.5007,2647955557.55556,1446869619.31898,1210058228.17112,974644096.144674,,359379856.248058,877720000.0,,243725898.029641,,50538951214.0442,,50553642033.2066,,,154150000.0,,,24964233890.5922,70279971.8880112,,15603031.9862156,1472036540.13329,,416926303.316872,94366240962.1184,,264505506.022433,4388937649.03846,,,111722789491.003,,25308010135.9299,,74300329652.5007,50553642033.2067,736573158.260197,991047619.047619,11966666666.6667,,3817226546.22938,884502309.953801,,236506106226.706,1890767155.52622,741904862068.965,,15108295.5625944,8427777777.77778,,,,,1994297576262.09,,,,13068994772.4021,1061199575.94465,1311435800.0
1966,,36934974916.7944,,18034172573.2587,,,,28349126511.2865,,28630474727.9023,,,,27308964369.4343,10939526218.6393,,165444571.264072,18894891312.2977,302925235.151997,433889766.239436,6439687854.16667,,,346800000.0,,,44450044.4500445,115000000.0,662500000.0,28283323733.1114,113195122.715028,132757528.044374,,51465655.3921083,157930018.091087,61252415404.686,,18019402373.5388,,7162633082.31628,76720005491.8964,1024102880.05862,851112534.552636,4532660181.81818,220613581.972601,5428518518.51852,,,647305630.188679,1067294931.53703,,,,,,143304275683.979,,,11931740293.0378,983900000.0,3039859187.45164,103347773512.512,216713742249.671,258760858790.144,,731240203642.529,2429308638.838,5278005611.91453,446134400109.813,,29559436182.9186,,2324466416.0,505119166891.234,47787351329.1555,9306142171.60056,150603925.515853,108928356518.505,64397131.0846457,,245849781.273234,108572752102.045,,2126300672.22965,,,44212081.3502297,,69110000.0,8472021466.86847,,,1390700000.0,,228705882.352941,1762147593190.95,2489845016.64894,549950000.0,32811712439.5391,,368948600.0,,443940954571.749,512231198019.664,65070707445.1225,18608668971.6862,,47770714375.2573,,45581230504.071,,3198820903.82796,6789938671.74918,2530306095.87756,638349755.221932,4694475520.6611,76622444787.3696,1096759561.29618,657999736.800105,113046784179.289,,1164519674.19213,,,,14469078.1796966,3929055143.5021,2391199043.52038,107480701835.743,,,244459500.0,2312438535.82459,,131433205589.983,40701826185.4027,20568317800.3461,,1751470588.23529,112146974060.739,392169475654.948,56699977.3200091,258991672386.554,,976717015.461454,,,,2876401297.10759,,,900264584.590829,,37999773462.5405,24320000000.0,,373358795771.642,,,,293103478.548483,27043378657.31,,,,,266533605.185831,227534083.454083,,3143517943.82632,874400174025.376,,164206536.445162,702296078.593173,6366917453.23302,607140010.475682,24741480717.0389,8753940266.90184,906811943.824649,,5917437956.10272,1714359361139.17,67759972.8960108,,6561108777.82444,928833000.0,6109048736.61853,7189017887.69231,,390992062.55873,,36479623619.923,3170500000.0,,5370108031.12859,465888888.888889,,,1670591013101.42,215659453.550939,,,,124525702.857143,61634144134.499,2920555557.11111,1484491675.71652,1246908185.96343,1096425608.09089,,375479849.80806,929520000.0,,257375897.049641,,54775665462.4639,,54791062255.4508,,,190350000.0,,,27155028519.9472,76859969.2560123,,16443033.7082191,1342287553.19149,,432794921.680489,103241954431.08,,305227594.821437,5279230817.30769,,,122997493992.025,,26793268059.5253,,61634144134.499,54791062255.4508,723739857.015464,1040952380.95238,14100000000.0,,4377998825.12047,925381492.370153,,260982148283.032,1809185093.55188,813032758620.69,,16099959.7501006,8781333333.33333,,,,,2161754227675.23,,,,14211394315.4423,1238999504.8958,1281749500.0
1967,,38452170915.8701,,16493747239.3111,,,,30598797624.9943,,24256667553.2569,,,,30442724870.836,11634569521.9273,,178297142.679865,20252508995.4745,306221953.104911,450753923.548048,7253575687.5,,,398000000.0,,,47431255.747674,134800000.0,748250000.0,31086389194.961,125553996.636324,139029537.243321,,58642354.089673,163820513.562432,65856924423.9721,,19397044714.0963,,7057478295.18548,72881364882.4909,1082922724.87189,936175260.030919,3384063371.75792,237397428.13501,5825170438.48704,,,699456618.867925,1201948884.62111,,,,,,145100667772.69,,,13059064805.8774,1034800000.0,3370870376.29682,100343693079.059,228806203816.003,281216039492.687,,776910516817.873,2553595172.08743,5605484298.98275,474086978866.441,,32570905397.2885,,2461762002.8,537819539456.974,47130737856.6514,9468272357.09549,162625885.863484,117751396249.071,66225403.5588069,,271543680.048895,113116888210.787,,1747187644.9031,,,46695006.9579374,,72317446.9327193,9146592855.683,,,1453500000.0,,250176470.588235,1882519138553.76,2692474989.12571,598100000.0,32315295746.7939,,369124200.0,,456547495398.069,525672660673.374,65964803986.7478,18736111922.115,5667756627.92093,48583116647.3261,,50134942204.0,,3445739914.73101,7555383690.16502,2551522656.19094,630567115.790732,4753451343.78497,84401995573.2456,1148014310.8255,631679747.328101,132475614226.519,,1232559506.9762,,,,16742338.2519864,4855892445.82682,2441599023.36039,109338694744.938,,,261024300.0,2726986912.80523,,134061722395.098,41372180763.3039,19909314039.8659,,1859465020.57613,119682358135.054,402672014818.091,59261976.2952095,260274063913.508,,983052314.930267,,,,3046345314.38655,,,956436932.101291,,40929683209.6989,26560000000.0,,384334659164.128,,275494477.586098,,420359035.897436,29433260722.0282,,,,,282615310.216284,238439290.867222,,3188924677.08953,925611758906.731,,180036767.648861,665586872.274446,5203237918.70483,657140010.747554,27143828098.7481,9577383653.18303,841974025.462659,,6016017494.19619,1832347103213.16,107151832.489651,,7464510709.7858,1034376400.0,6194340079.8786,7724873935.12821,,441728182.676509,,34709622277.1441,3532700000.0,,6002607029.64663,492674603.174603,,,1785381318618.04,220984367.626581,,,,159560018.0,67988908261.0551,3257022222.66667,1607409539.36648,1246480765.97984,1238035815.78586,25203524.0325638,348795303.000385,976200000.0,,271781886.807245,,54838167165.1399,,54853772525.4856,,,220700000.0,,,29475219787.244,74759970.096012,,16632032.1339974,1580229799.42693,,449826322.613453,100240949913.259,,327215843.636336,5638461442.30769,,,125114021414.458,,29161047307.8974,,67988908261.0551,54853772525.4856,761981912.42271,1085714285.71429,15644444444.4444,,4565132047.52718,967240655.186896,,264287383205.541,1597713469.09611,859620034482.759,,15835106.0327781,9250000000.0,,,,,2293943739361.93,,,,15821393671.4425,1340639464.28047,1397002000.0
1968,,41750716742.6708,,17022809177.1935,,,,34970677297.7451,,26436857247.4982,,,,32714085234.2536,12499863917.1003,,183199999.817847,21654856965.4281,326323105.26476,460442689.376378,7483685770.83333,,,453800000.0,,,44999910.00018,150000000.0,849333333.333333,33930457425.2613,125733668.5,160818235.866746,,66248441.4182466,191767441.604577,72048833006.1602,,20712102793.8026,,7192102966.84119,70846276051.4727,1281281276.72357,1046191217.79942,3909780538.92216,251247457.765525,5960212869.12968,,,773841494.339623,1259162889.77069,,,,,,156527292653.157,,,13505574133.3333,1079100000.0,3852147026.77302,101445476912.458,249440275282.057,310689490692.049,,818392692177.863,2582179864.15493,5932242990.65421,509702253286.108,,32394326463.759,,2619948864.8,577226091701.325,52073362434.2316,8916565040.54632,166952937.135005,128427504709.055,65186666.6666667,,294468564.245272,107759910067.889,,1666909517.65205,,,41160065.8561054,,67514285.7142857,9950331205.83108,,,1610500000.0,,229750000.0,2042023306314.14,2716964388.42418,646800000.0,34802452164.9082,,367968800.0,4870283626.18043,483768560196.391,557015076505.947,69897741507.0371,19781790886.3774,7076465299.81141,51565890265.1537,,53085455870.6667,,3378701146.84197,8623172959.89439,2896598841.36046,481532847.590587,5448186540.1843,91485448147.84,1083839132.92869,561119775.55209,156897496759.128,,1353295458.68182,,,,14600000.0,6119394892.37109,2662798934.88043,117676062348.21,,,276820700.0,3850623094.95076,,143869326230.616,44162941943.5835,21546718489.936,,1801344537.81513,127002903514.069,426938677283.219,61445975.4216098,264786860536.356,,1075561622.81321,,,,3271422332.61996,,,1031669637.39553,,46987648800.4099,29360000000.0,,407141925173.363,,343771972.993855,,559956130.283622,33407486620.753,,,,,311395937.322956,206576630.576631,,3330371551.21161,1012423833006.16,,215507162.56893,641214226.209493,5200997919.60083,692859984.612158,30097635750.982,10227087165.2414,772231386.914829,,5228045647.393,1987507208435.89,188879848.896121,,8041999160.0168,1112791100.0,5736083835.29034,8632749269.48718,,485184189.62947,,37434292836.0418,3941700000.0,,6644693214.18343,517650793.650794,,,1936424056783.21,259590074.527934,,,,172200018.0,71642503355.3152,4187777711.11111,1677771400.56798,1309384861.92219,1425706091.0356,28084252.7582748,329859731.943893,1009760100.0,,286719885.312046,,58683164886.4974,,58697940809.468,,,241350000.0,,,31278230633.5785,79799968.0800128,,16074027.6473276,1753746429.62092,,453980096.208711,101341605616.373,,341691567.465593,6081009427.88461,,,134089677517.602,,33098517591.5839,,71642503355.3152,58697940809.468,758899950.0,1214666666.66667,17500000000.0,,4895251824.05927,1037379252.41495,,279751126703.511,1593674184.56285,940225000000.0,,15350000.0,10034444444.4444,,,,,2478900302001.24,,,,17124793150.0827,1573739371.13375,1479599900.0
